Type,Name,Method,Element type,Element ID,Reviewed in,Detail,Procurement,BM_type,Min_num_Fbs,Max_num_Fbs,Fundamental object,Num_Fund_objs,Form,Scale,Nonstructural,Structural,Dynamic,Energetic,Kinetic,Thermo,Quantum_dyn,Evolutionary,Topological,Functional,Complexation,Sidechain,Folded,Rot_inv,Trans_inv,Electrostatic,Hydrophobic,Van der Waals,Hbond,Salt bridge,Pi,Metal,Solvent,Solute,Trapped water,Pocket/void,Fixed_size,Hierarch,Unique,Subset_Unique,Differentiable,Reversible,Guarantee_Valid,Probabilistic,Ref_frames,Graph: Node/edge?,Toxological,Metabolic,Extens,ComputCostly,Lin_comb,AG_layer,AugRatio,Implem,OSI_Avail,License,Docs,Webserver,Comment,Improv,Type,PubYr,Auth,Title,PubTitle,DOI,,,,,,,
Process,SGSDM,Structure-guided site-directed mutagenesis,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Liu, Bing; He, Lihui; Wang, Liping; Li, Tao; Li, Changcheng; Liu, Huayi; Luo, Yunzi; Bao, Rui",Protein Crystallography and Site-Direct Mutagenesis Analysis of the Poly(ethylene terephthalate) Hydrolase PETase from Ideonella sakaiensis,ChemBioChem,10.1002/cbic.201800097,,,,,,,
Process,Mdock,Molecular docking,Figure,5,,Structural,Experimental,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Schmidt, Juliane; Wei, Ren; Oeser, Thorsten; Belisário-Ferrari, Matheus Regis; Barth, Markus; Then, Johannes; Zimmermann, Wolfgang","Effect of Tris, MOPS, and phosphate buffers on the hydrolysis of polyethylene terephthalate films by polyester hydrolases",FEBS Open Bio,10.1002/2211-5463.12097,,,,,,,010
Process,OM,Orientation matching,Figure,1,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2013,"Coleman, Ryan G.; Carchia, Michael; Sterling, Teague; Irwin, John J.; Shoichet, Brian K.",Ligand Pose and Orientational Sampling in Molecular Docking,PLoS ONE,10.1371/journal.pone.0075992,,,,,,,
Process,FSSS,Fast structure-similarity search,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Fogolari, Federico; Corazza, Alessandra; Viglino, Paolo; Esposito, Gennaro",Fast structure similarity searches among protein models: efficient clustering of protein fragments.,Algorithms for molecular biology : AMB,10.1186/1748-7188-7-16,,,,,,,
Process,GANDALF,GANDALF peptide design,,,,Structural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conferencePaper,2019,"Rossetto, Allison M.; Zhou, Wenjin",GANDALF: A Prototype of a GAN-based Peptide Design Method,"Proceedings of the 10th ACM International Conference on Bioinformatics, Computational Biology and Health Informatics",10.1145/3307339.3342183,,,,,,,
Process,COMBINE,COMparative BINding Energy,,,,Structural,Both,,,,,,,Both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Ganotra, Gaurav K.; Wade, Rebecca C.",Prediction of Drug–Target Binding Kinetics by Comparative Binding Energy Analysis,ACS Medicinal Chemistry Letters,10.1021/acsmedchemlett.8b00397,,,,,,,
Process,SHWS,Solid harmonic wavelet scattering,Figure,1,,Structural,Computational,Protein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Eickenberg, Michael; Exarchakis, Georgios; Hirn, Matthew; Mallat, Stéphane; Thiry, Louis",Solid harmonic wavelet scattering for predictions of molecule properties,The Journal of Chemical Physics,10.1063/1.5023798,,,,,,,
Process,GCFP,Geometric chemical feature placement,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,
Process,ESS,Ensemble splitting strategy,,,,Dynamic,,,,,Molecule,,,,0,1,1,,1,,0,0,Splitter,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,journalArticle,2018,"Dickson, Alex",Mapping the Ligand Binding Landscape,Biophysical Journal,10.1016/j.bpj.2018.09.021,,,,,,,
Process,SIMPLE,Event detection algorithm,,,,Dynamic,,,,,Molecule,,,,0,1,1,,1,,0,0,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,journalArticle,2017,"Gaieb, Zied; Morikis, Dimitrios",Detection of Side Chain Rearrangements Mediating the Motions of Transmembrane Helices in Molecular Dynamics Simulations of G Protein-Coupled Receptors,Computational and Structural Biotechnology Journal,10.1016/j.csbj.2017.01.001,,,,,,,01110000
Process,GR_Traj,GALAXYREFINE intermediate relaxation trajectories,,,,Dynamic,,,,,Molecule,,,,0,1,1,,0,,0,0,Trajectory,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,journalArticle,2013,"Heo, L.; Park, H.; Seok, C.",GalaxyRefine: protein structure refinement driven by side-chain repacking,Nucleic Acids Research,10.1093/nar/gkt458,,,,,,,011000Trajectory00
Process,SRMD,Structure relaxation by molecular dynamics,,,,Dynamic,,,,,Molecule,,,,0,1,1,,1,,0,0,Trajectory,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,journalArticle,2013,"Heo, L.; Park, H.; Seok, C.",GalaxyRefine: protein structure refinement driven by side-chain repacking,Nucleic Acids Research,10.1093/nar/gkt458,,,,,,,011100Trajectory00
Process,MFCC-PB,Molecular fractionation with conjugate caps – Poisson-Boltzmann,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2008,"Ji, Changge; Mei, Ye; Zhang, John Z H",Developing polarized protein-specific charges for protein dynamics: MD free energy calculation of pKa shifts for Asp26/Asp20 in thioredoxin.,Biophysical journal,10.1529/biophysj.108.131110,,,,,,,
Process,ProfasiGo,Protein folding model with Profasi and Go potential,,,,Dynamic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2018,"Wang, Yong; Tian, Pengfei; Boomsma, Wouter; Lindorff-Larsen, Kresten",Monte Carlo Sampling of Protein Folding by Combining an All-Atom Physics-Based Model with a Native State Bias,Journal of Physical Chemistry B,10.1021/acs.jpcb.8b06335,,,,,,,
Process,FFEA,Fluctuating finite element analysis,,,,Dynamic,,,,,,,,,0,1,1,,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://bitbucket.org/FFEA/ffea/src/master/,,https://ffea.readthedocs.io/en/stable/,,,,journalArticle,2018,"Solernou, Albert; Hanson, Benjamin S.; Richardson, Robin A.; Welch, Robert; Read, Daniel J.; Harlen, Oliver G.; Harris, Sarah A.",Fluctuating Finite Element Analysis (FFEA): A continuum mechanics software tool for mesoscale simulation of biomolecules,PLoS Computational Biology,10.1371/journal.pcbi.1005897,,,,,,,011000
Process,PSP,Perturb-scan-pull,,,,Dynamic,,,,,,,,Local,0,1,1,,,,0,0,,0,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Jalalypour, Farzaneh; Sensoy, Ozge; Atilgan, Canan",Perturb–Scan–Pull: A Novel Method Facilitating Conformational Transitions in Proteins,Journal of Chemical Theory and Computation,10.1021/acs.jctc.9b01222,,,,,,,01100010
Process,LiGaMD,Ligand gaussian-accelerated molecular dynamics. Allows kinetic interpretation,,,,Dynamic,Computational,,,,,Singular,,,0,1,1,,1,,,,MD algorithm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Miao, Yinglong; Bhattarai, Apurba; Wang, Jinan",Ligand Gaussian Accelerated Molecular Dynamics (LiGaMD): Characterization of Ligand Binding Thermodynamics and Kinetics,Journal of Chemical Theory and Computation,10.1021/acs.jctc.0c00395,,,,,,,0111MD algorithm
Process,EnsDock,Ensemble docking,,,,Dynamic,Computational,,,,Atom,,,,0,1,1,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Bajusz, Dávid; Rácz, Anita; Héberger, Károly",Comparison of Data Fusion Methods as Consensus Scores for Ensemble Docking,Molecules,10.3390/molecules24152690,,,,,,,0110001
Process,GRAPE,"Greedy accumulated strategy for protein engineering. Clusters stabilizing mutations based on positions, efficacies, and presumed effects, then greedily selects the best mutation in each group.",,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,
Process,BMDSSS,Biased molecular dynamics-driven substrate-specific screening,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2017,"Ebert, Maximilian C.C.J.C.; Espinola, Joaquin Guzman; Lamoureux, Guillaume; Pelletier, Joelle N.",Substrate-specific screening for mutational hotspots using biased molecular dynamics simulations,ACS Catalysis,10.1021/acscatal.7b02634,,,,,,,
Process,AHTMD,Adaptive high-throughput molecular dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://htmd.org,,,,,,journalArticle,2017,"Plattner, Nuria; Doerr, Stefan; De Fabritiis, Gianni; Noé, Frank",Complete protein–protein association kinetics in atomic detail revealed by molecular dynamics simulations and Markov modelling,Nature Chemistry,10.1038/nchem.2785,,,,,,,
Process,EPS,Enhanced path sampling,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2016,"Wang, F.; Cazzolli, G.; Wintrode, P.; Faccioli, P.",Folding Mechanism of Proteins Im7 and Im9: Insight from All-Atom Simulations in Implicit and Explicit Solvent,Journal of Physical Chemistry B,10.1021/acs.jpcb.6b05819,,,,,,,
Process,ISSEDMD,In-silico screening of enzyme designs by MD,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bookSection,2016,"Wijma, Hein",In Silico Screening of Enzyme Variants by Molecular Dynamics Simulation,Understanding Enzymes,,,,,,,,
Process,REMD,Replica exchange molecular dynamics,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2012,"Butterfoss, Glenn L; Yoo, Barney; Jaworski, Jonathan N; Chorny, Ilya; Dill, Ken A; Zuckermann, Ronald N; Bonneau, Richard; Kirshenbaum, Kent; Voelz, Vincent A",De novo structure prediction and experimental characterization of folded peptoid oligomers.,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.1209945109,,,,,,,
Process,DMIF2pharm,Translates DMIFs into pharmacophore,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Schaller, David; Pach, Szymon; Wolber, Gerhard",PyRod: Tracing Water Molecules in Molecular Dynamics Simulations,Journal of Chemical Information and Modeling,10.1021/acs.jcim.9b00281,,,,,,,
Process,ABACUS,,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,
Process,FoldX,Force-field based energy function,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,
Process,Rosetta_ddg,Rosetta force-field based energy function,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,
Process,CA,Consensus analysis phylogeny-based ,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Cui, Yinglu; Chen, Yanchun; Liu, Xinyue; Dong, Saijun; Qiao, Yuxin; Han, Jing; Li, Chunli; Han, Xu; Liu, Weidong; Chen, Quan; Du, Wenbin; Tang, Shuangyan; Xiang, Hua; Liu, Haiyan; Wu, Bian",Computational redesign of PETase for plastic biodegradation by GRAPE strategy,,10.1101/787069,,,,,,,
Process,Combichem,Combinatorial chemistry for fragment growth,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,
Process,Merge,Merging two ligands or fragments,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,
Process,Linking,Linking two ligands or fragments,,,,,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2019,"Kirsch, Philine; Hartman, Alwin M.; Hirsch, Anna K. H.; Empting, Martin",Concepts and Core Principles of Fragment-Based Drug Design,Molecules,10.3390/molecules24234309,,,,,,,
Process,TPS,Transition path sampling,,,,Dynamic,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2002,"Bolhuis, Peter G.; Chandler, David; Dellago, Christoph; Geissler, Phillip L.","Transition Path Sampling: Throwing Ropes Over Rough Mountain Passes, in the Dark",Annual Review of Physical Chemistry,10.1146/annurev.physchem.53.082301.113146,,,,,,,
Utility,RF-Score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,RF-Scorev2,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,RF-Scorev3,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,LiScore2014,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,B2Bscore,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SFCscore,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Ash12Rank,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Ash15Score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Ash15Pose,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Khamis15VS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,RF-ScoreVS,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,RI-score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,dVinaRF20,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SIEVE-score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SVR-KB,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SVR-EP,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SVR-KBD,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SVM-SP,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,SVM-Gen,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Koppi13Score,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,IDScore,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,PESD-SVM,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
Utility,Pharm-IF,,,,,Structural,Computational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalArticle,2020,"Shen, Chao; Ding, Junjie; Wang, Zhe; Cao, Dongsheng; Ding, Xiaoqin; Hou, Tingjun",From machine learning to deep learning: Advances in scoring functions for protein–ligand docking,WIREs Computational Molecular Science,https://doi.org/10.1002/wcms.1429,,,,,,,
